,year,st,stfips,county,registry,race,hispanic,sex,age,pop
11784479,2009,OR,41,41055,99,1,9,1,4,46
11784480,2009,OR,41,41055,99,1,9,2,4,42
11784481,2009,OR,41,41055,99,2,9,2,4,1
11784482,2009,OR,41,41055,99,3,9,1,4,2
11784483,2009,OR,41,41055,99,1,9,1,5,39
11784484,2009,OR,41,41055,99,1,9,2,5,43
11784485,2009,OR,41,41055,99,3,9,1,5,1
11784486,2009,OR,41,41055,99,1,9,1,6,45
11784487,2009,OR,41,41055,99,1,9,2,6,39
11784488,2009,OR,41,41055,99,3,9,2,6,3
11784489,2009,OR,41,41055,99,1,9,1,7,44
11784490,2009,OR,41,41055,99,1,9,2,7,38
11784491,2009,OR,41,41055,99,3,9,1,7,2
11784492,2009,OR,41,41055,99,3,9,2,7,1
11784493,2009,OR,41,41055,99,1,9,1,8,53
11784494,2009,OR,41,41055,99,1,9,2,8,30
11784495,2009,OR,41,41055,99,2,9,1,8,1
11784496,2009,OR,41,41055,99,3,9,1,8,3
11784497,2009,OR,41,41055,99,3,9,2,8,1
11784498,2009,OR,41,41055,99,1,9,1,9,41
11784499,2009,OR,41,41055,99,1,9,2,9,48
11784500,2009,OR,41,41055,99,3,9,2,9,1
11784501,2009,OR,41,41055,99,1,9,1,10,64
11784502,2009,OR,41,41055,99,1,9,2,10,75
11784503,2009,OR,41,41055,99,2,9,2,10,2
11784504,2009,OR,41,41055,99,3,9,1,10,1
11784505,2009,OR,41,41055,99,3,9,2,10,1
11784506,2009,OR,41,41055,99,1,9,1,11,78
11784507,2009,OR,41,41055,99,1,9,2,11,71
11784508,2009,OR,41,41055,99,3,9,1,11,2
11784509,2009,OR,41,41055,99,3,9,2,11,2
11784510,2009,OR,41,41055,99,1,9,1,12,69
11784511,2009,OR,41,41055,99,1,9,2,12,62
11784512,2009,OR,41,41055,99,1,9,1,13,66
11784513,2009,OR,41,41055,99,1,9,2,13,62
11784514,2009,OR,41,41055,99,2,9,2,13,1
11784515,2009,OR,41,41055,99,3,9,1,13,1
11784516,2009,OR,41,41055,99,1,9,1,14,56
11784517,2009,OR,41,41055,99,1,9,2,14,65
11784518,2009,OR,41,41055,99,3,9,1,14,2
11784519,2009,OR,41,41055,99,3,9,2,14,1
11784520,2009,OR,41,41055,99,1,9,1,15,44
11784521,2009,OR,41,41055,99,1,9,2,15,52
11784522,2009,OR,41,41055,99,3,9,2,15,3
11784523,2009,OR,41,41055,99,1,9,1,16,42
11784524,2009,OR,41,41055,99,1,9,2,16,30
11784525,2009,OR,41,41055,99,1,9,1,17,23
11784526,2009,OR,41,41055,99,1,9,2,17,29
11784527,2009,OR,41,41055,99,1,9,1,18,25
11784528,2009,OR,41,41055,99,1,9,2,18,22
11784529,2009,OR,41,41055,99,3,9,1,18,1
12109085,2010,OR,41,41055,99,1,9,1,0,7
12109086,2010,OR,41,41055,99,1,9,2,0,6
12109087,2010,OR,41,41055,99,2,9,2,0,1
12109088,2010,OR,41,41055,99,1,9,1,1,38
12109089,2010,OR,41,41055,99,1,9,2,1,40
12109090,2010,OR,41,41055,99,3,9,1,1,1
12109091,2010,OR,41,41055,99,3,9,2,1,3
12109092,2010,OR,41,41055,99,1,9,1,2,45
12109093,2010,OR,41,41055,99,1,9,2,2,48
12109094,2010,OR,41,41055,99,2,9,1,2,1
12109095,2010,OR,41,41055,99,3,9,1,2,3
12109096,2010,OR,41,41055,99,1,9,1,3,50
12109097,2010,OR,41,41055,99,1,9,2,3,45
12109098,2010,OR,41,41055,99,3,9,1,3,1
12109099,2010,OR,41,41055,99,3,9,2,3,2
12109100,2010,OR,41,41055,99,1,9,1,4,48
12109101,2010,OR,41,41055,99,1,9,2,4,42
12109102,2010,OR,41,41055,99,2,9,2,4,1
12109103,2010,OR,41,41055,99,3,9,1,4,2
12109104,2010,OR,41,41055,99,1,9,1,5,40
12109105,2010,OR,41,41055,99,1,9,2,5,36
12109106,2010,OR,41,41055,99,3,9,1,5,1
12109107,2010,OR,41,41055,99,1,9,1,6,39
12109108,2010,OR,41,41055,99,1,9,2,6,48
12109109,2010,OR,41,41055,99,2,9,1,6,1
12109110,2010,OR,41,41055,99,3,9,2,6,3
12109111,2010,OR,41,41055,99,1,9,1,7,48
12109112,2010,OR,41,41055,99,1,9,2,7,38
12109113,2010,OR,41,41055,99,2,9,2,7,1
12109114,2010,OR,41,41055,99,3,9,1,7,2
12109115,2010,OR,41,41055,99,3,9,2,7,1
12109116,2010,OR,41,41055,99,1,9,1,8,51
12109117,2010,OR,41,41055,99,1,9,2,8,32
12109118,2010,OR,41,41055,99,2,9,1,8,1
12109119,2010,OR,41,41055,99,3,9,1,8,3
12109120,2010,OR,41,41055,99,3,9,2,8,1
12109121,2010,OR,41,41055,99,1,9,1,9,37
12109122,2010,OR,41,41055,99,1,9,2,9,40
12109123,2010,OR,41,41055,99,3,9,2,9,1
12109124,2010,OR,41,41055,99,1,9,1,10,64
12109125,2010,OR,41,41055,99,1,9,2,10,76
12109126,2010,OR,41,41055,99,2,9,2,10,2
12109127,2010,OR,41,41055,99,3,9,1,10,1
12109128,2010,OR,41,41055,99,3,9,2,10,1
12109129,2010,OR,41,41055,99,1,9,1,11,89
12109130,2010,OR,41,41055,99,1,9,2,11,77
12109131,2010,OR,41,41055,99,2,9,1,11,1
12109132,2010,OR,41,41055,99,3,9,1,11,2
12109133,2010,OR,41,41055,99,3,9,2,11,2
12109134,2010,OR,41,41055,99,1,9,1,12,64
12109135,2010,OR,41,41055,99,1,9,2,12,64
12109136,2010,OR,41,41055,99,1,9,1,13,74
12109137,2010,OR,41,41055,99,1,9,2,13,62
12109138,2010,OR,41,41055,99,2,9,1,13,1
12109139,2010,OR,41,41055,99,2,9,2,13,1
12109140,2010,OR,41,41055,99,3,9,1,13,1
12109141,2010,OR,41,41055,99,1,9,1,14,50
12109142,2010,OR,41,41055,99,1,9,2,14,57
12109143,2010,OR,41,41055,99,3,9,1,14,2
12109144,2010,OR,41,41055,99,3,9,2,14,1
12109145,2010,OR,41,41055,99,1,9,1,15,41
12109146,2010,OR,41,41055,99,1,9,2,15,47
12109147,2010,OR,41,41055,99,3,9,2,15,3
12109148,2010,OR,41,41055,99,1,9,1,16,40
12109149,2010,OR,41,41055,99,1,9,2,16,34
12109150,2010,OR,41,41055,99,1,9,1,17,28
12109151,2010,OR,41,41055,99,1,9,2,17,32
12109152,2010,OR,41,41055,99,1,9,1,18,24
12109153,2010,OR,41,41055,99,1,9,2,18,21
12109154,2010,OR,41,41055,99,3,9,1,18,1
12435916,2011,OR,41,41055,99,1,9,1,0,8
12435917,2011,OR,41,41055,99,1,9,2,0,12
12435918,2011,OR,41,41055,99,1,9,1,1,25
12435919,2011,OR,41,41055,99,1,9,2,1,32
12435920,2011,OR,41,41055,99,2,9,2,1,1
12435921,2011,OR,41,41055,99,3,9,2,1,1
12435922,2011,OR,41,41055,99,1,9,1,2,48
12435923,2011,OR,41,41055,99,1,9,2,2,45
12435924,2011,OR,41,41055,99,2,9,1,2,1
12435925,2011,OR,41,41055,99,3,9,1,2,3
12435926,2011,OR,41,41055,99,3,9,2,2,2
12435927,2011,OR,41,41055,99,1,9,1,3,51
12435928,2011,OR,41,41055,99,1,9,2,3,48
12435929,2011,OR,41,41055,99,3,9,1,3,1
12435930,2011,OR,41,41055,99,3,9,2,3,3
12435931,2011,OR,41,41055,99,1,9,1,4,47
12435932,2011,OR,41,41055,99,1,9,2,4,44
12435933,2011,OR,41,41055,99,2,9,2,4,2
12435934,2011,OR,41,41055,99,3,9,1,4,2
12435935,2011,OR,41,41055,99,1,9,1,5,32
12435936,2011,OR,41,41055,99,1,9,2,5,35
12435937,2011,OR,41,41055,99,1,9,1,6,47
12435938,2011,OR,41,41055,99,1,9,2,6,46
12435939,2011,OR,41,41055,99,3,9,1,6,1
12435940,2011,OR,41,41055,99,3,9,2,6,2
12435941,2011,OR,41,41055,99,1,9,1,7,37
12435942,2011,OR,41,41055,99,1,9,2,7,35
12435943,2011,OR,41,41055,99,2,9,1,7,1
12435944,2011,OR,41,41055,99,3,9,1,7,2
12435945,2011,OR,41,41055,99,3,9,2,7,1
12435946,2011,OR,41,41055,99,1,9,1,8,54
12435947,2011,OR,41,41055,99,1,9,2,8,33
12435948,2011,OR,41,41055,99,2,9,1,8,1
12435949,2011,OR,41,41055,99,3,9,1,8,3
12435950,2011,OR,41,41055,99,3,9,2,8,2
12435951,2011,OR,41,41055,99,1,9,1,9,36
12435952,2011,OR,41,41055,99,1,9,2,9,41
12435953,2011,OR,41,41055,99,3,9,2,9,1
12435954,2011,OR,41,41055,99,1,9,1,10,57
12435955,2011,OR,41,41055,99,1,9,2,10,64
12435956,2011,OR,41,41055,99,2,9,2,10,1
12435957,2011,OR,41,41055,99,3,9,1,10,2
12435958,2011,OR,41,41055,99,3,9,2,10,1
12435959,2011,OR,41,41055,99,1,9,1,11,83
12435960,2011,OR,41,41055,99,1,9,2,11,77
12435961,2011,OR,41,41055,99,2,9,1,11,1
12435962,2011,OR,41,41055,99,2,9,2,11,1
12435963,2011,OR,41,41055,99,3,9,1,11,1
12435964,2011,OR,41,41055,99,3,9,2,11,2
12435965,2011,OR,41,41055,99,1,9,1,12,69
12435966,2011,OR,41,41055,99,1,9,2,12,67
12435967,2011,OR,41,41055,99,3,9,1,12,1
12435968,2011,OR,41,41055,99,3,9,2,12,3
12435969,2011,OR,41,41055,99,1,9,1,13,75
12435970,2011,OR,41,41055,99,1,9,2,13,58
12435971,2011,OR,41,41055,99,3,9,1,13,1
12435972,2011,OR,41,41055,99,1,9,1,14,52
12435973,2011,OR,41,41055,99,1,9,2,14,54
12435974,2011,OR,41,41055,99,3,9,1,14,1
12435975,2011,OR,41,41055,99,3,9,2,14,1
12435976,2011,OR,41,41055,99,1,9,1,15,43
12435977,2011,OR,41,41055,99,1,9,2,15,47
12435978,2011,OR,41,41055,99,3,9,1,15,1
12435979,2011,OR,41,41055,99,3,9,2,15,2
12435980,2011,OR,41,41055,99,1,9,1,16,38
12435981,2011,OR,41,41055,99,1,9,2,16,38
12435982,2011,OR,41,41055,99,3,9,2,16,1
12435983,2011,OR,41,41055,99,1,9,1,17,24
12435984,2011,OR,41,41055,99,1,9,2,17,28
12435985,2011,OR,41,41055,99,1,9,1,18,28
12435986,2011,OR,41,41055,99,1,9,2,18,23
12435987,2011,OR,41,41055,99,3,9,1,18,1
12764549,2012,OR,41,41055,99,1,9,1,0,10
12764550,2012,OR,41,41055,99,1,9,2,0,6
12764551,2012,OR,41,41055,99,3,9,2,0,1
12764552,2012,OR,41,41055,99,1,9,1,1,17
12764553,2012,OR,41,41055,99,1,9,2,1,41
12764554,2012,OR,41,41055,99,2,9,2,1,1
12764555,2012,OR,41,41055,99,3,9,2,1,1
12764556,2012,OR,41,41055,99,1,9,1,2,47
12764557,2012,OR,41,41055,99,1,9,2,2,38
12764558,2012,OR,41,41055,99,2,9,1,2,2
12764559,2012,OR,41,41055,99,2,9,2,2,1
12764560,2012,OR,41,41055,99,3,9,1,2,3
12764561,2012,OR,41,41055,99,3,9,2,2,2
12764562,2012,OR,41,41055,99,1,9,1,3,48
12764563,2012,OR,41,41055,99,1,9,2,3,52
12764564,2012,OR,41,41055,99,3,9,1,3,2
12764565,2012,OR,41,41055,99,3,9,2,3,3
12764566,2012,OR,41,41055,99,1,9,1,4,44
12764567,2012,OR,41,41055,99,1,9,2,4,49
12764568,2012,OR,41,41055,99,2,9,1,4,1
12764569,2012,OR,41,41055,99,2,9,2,4,2
12764570,2012,OR,41,41055,99,3,9,1,4,2
12764571,2012,OR,41,41055,99,1,9,1,5,30
12764572,2012,OR,41,41055,99,1,9,2,5,41
12764573,2012,OR,41,41055,99,2,9,1,5,1
12764574,2012,OR,41,41055,99,1,9,1,6,42
12764575,2012,OR,41,41055,99,1,9,2,6,41
12764576,2012,OR,41,41055,99,3,9,1,6,1
12764577,2012,OR,41,41055,99,3,9,2,6,4
12764578,2012,OR,41,41055,99,1,9,1,7,36
12764579,2012,OR,41,41055,99,1,9,2,7,39
12764580,2012,OR,41,41055,99,2,9,2,7,1
12764581,2012,OR,41,41055,99,3,9,1,7,3
12764582,2012,OR,41,41055,99,3,9,2,7,1
12764583,2012,OR,41,41055,99,1,9,1,8,53
12764584,2012,OR,41,41055,99,1,9,2,8,33
12764585,2012,OR,41,41055,99,3,9,1,8,2
12764586,2012,OR,41,41055,99,3,9,2,8,1
12764587,2012,OR,41,41055,99,1,9,1,9,41
12764588,2012,OR,41,41055,99,1,9,2,9,34
12764589,2012,OR,41,41055,99,2,9,1,9,1
12764590,2012,OR,41,41055,99,3,9,1,9,1
12764591,2012,OR,41,41055,99,3,9,2,9,2
12764592,2012,OR,41,41055,99,1,9,1,10,54
12764593,2012,OR,41,41055,99,1,9,2,10,59
12764594,2012,OR,41,41055,99,2,9,2,10,1
12764595,2012,OR,41,41055,99,3,9,1,10,2
12764596,2012,OR,41,41055,99,1,9,1,11,76
12764597,2012,OR,41,41055,99,1,9,2,11,84
12764598,2012,OR,41,41055,99,2,9,1,11,1
12764599,2012,OR,41,41055,99,2,9,2,11,1
12764600,2012,OR,41,41055,99,3,9,1,11,1
12764601,2012,OR,41,41055,99,3,9,2,11,1
12764602,2012,OR,41,41055,99,1,9,1,12,76
12764603,2012,OR,41,41055,99,1,9,2,12,68
12764604,2012,OR,41,41055,99,3,9,1,12,1
12764605,2012,OR,41,41055,99,3,9,2,12,3
12764606,2012,OR,41,41055,99,1,9,1,13,68
12764607,2012,OR,41,41055,99,1,9,2,13,55
12764608,2012,OR,41,41055,99,2,9,1,13,1
12764609,2012,OR,41,41055,99,3,9,1,13,1
12764610,2012,OR,41,41055,99,1,9,1,14,59
12764611,2012,OR,41,41055,99,1,9,2,14,57
12764612,2012,OR,41,41055,99,2,9,2,14,1
12764613,2012,OR,41,41055,99,3,9,1,14,1
12764614,2012,OR,41,41055,99,3,9,2,14,1
12764615,2012,OR,41,41055,99,1,9,1,15,44
12764616,2012,OR,41,41055,99,1,9,2,15,46
12764617,2012,OR,41,41055,99,3,9,1,15,1
12764618,2012,OR,41,41055,99,3,9,2,15,2
12764619,2012,OR,41,41055,99,1,9,1,16,36
12764620,2012,OR,41,41055,99,1,9,2,16,40
12764621,2012,OR,41,41055,99,3,9,2,16,1
12764622,2012,OR,41,41055,99,1,9,1,17,23
12764623,2012,OR,41,41055,99,1,9,2,17,27
12764624,2012,OR,41,41055,99,1,9,1,18,30
12764625,2012,OR,41,41055,99,1,9,2,18,28
12764626,2012,OR,41,41055,99,3,9,1,18,1
13094710,2013,OR,41,41055,99,1,9,1,0,6
13094711,2013,OR,41,41055,99,1,9,2,0,6
13094712,2013,OR,41,41055,99,1,9,1,1,19
13094713,2013,OR,41,41055,99,1,9,2,1,32
13094714,2013,OR,41,41055,99,3,9,2,1,1
13094715,2013,OR,41,41055,99,1,9,1,2,44
13094716,2013,OR,41,41055,99,1,9,2,2,43
13094717,2013,OR,41,41055,99,2,9,2,2,1
13094718,2013,OR,41,41055,99,3,9,1,2,3
13094719,2013,OR,41,41055,99,3,9,2,2,3
13094720,2013,OR,41,41055,99,1,9,1,3,50
13094721,2013,OR,41,41055,99,1,9,2,3,51
13094722,2013,OR,41,41055,99,2,9,1,3,1
13094723,2013,OR,41,41055,99,3,9,1,3,2
13094724,2013,OR,41,41055,99,3,9,2,3,1
13094725,2013,OR,41,41055,99,1,9,1,4,39
13094726,2013,OR,41,41055,99,1,9,2,4,46
13094727,2013,OR,41,41055,99,2,9,1,4,1
13094728,2013,OR,41,41055,99,2,9,2,4,2
13094729,2013,OR,41,41055,99,3,9,1,4,1
13094730,2013,OR,41,41055,99,3,9,2,4,1
13094731,2013,OR,41,41055,99,1,9,1,5,32
13094732,2013,OR,41,41055,99,1,9,2,5,40
13094733,2013,OR,41,41055,99,2,9,1,5,1
13094734,2013,OR,41,41055,99,2,9,2,5,1
13094735,2013,OR,41,41055,99,3,9,1,5,1
13094736,2013,OR,41,41055,99,1,9,1,6,45
13094737,2013,OR,41,41055,99,1,9,2,6,42
13094738,2013,OR,41,41055,99,3,9,2,6,2
13094739,2013,OR,41,41055,99,1,9,1,7,30
13094740,2013,OR,41,41055,99,1,9,2,7,37
13094741,2013,OR,41,41055,99,2,9,1,7,1
13094742,2013,OR,41,41055,99,2,9,2,7,1
13094743,2013,OR,41,41055,99,3,9,1,7,3
13094744,2013,OR,41,41055,99,3,9,2,7,3
13094745,2013,OR,41,41055,99,1,9,1,8,50
13094746,2013,OR,41,41055,99,1,9,2,8,36
13094747,2013,OR,41,41055,99,3,9,1,8,2
13094748,2013,OR,41,41055,99,3,9,2,8,1
13094749,2013,OR,41,41055,99,1,9,1,9,48
13094750,2013,OR,41,41055,99,1,9,2,9,31
13094751,2013,OR,41,41055,99,2,9,1,9,1
13094752,2013,OR,41,41055,99,3,9,1,9,1
13094753,2013,OR,41,41055,99,3,9,2,9,1
13094754,2013,OR,41,41055,99,1,9,1,10,45
13094755,2013,OR,41,41055,99,1,9,2,10,52
13094756,2013,OR,41,41055,99,3,9,1,10,1
13094757,2013,OR,41,41055,99,3,9,2,10,1
13094758,2013,OR,41,41055,99,1,9,1,11,68
13094759,2013,OR,41,41055,99,1,9,2,11,82
13094760,2013,OR,41,41055,99,2,9,2,11,2
13094761,2013,OR,41,41055,99,3,9,1,11,1
13094762,2013,OR,41,41055,99,1,9,1,12,79
13094763,2013,OR,41,41055,99,1,9,2,12,68
13094764,2013,OR,41,41055,99,2,9,1,12,1
13094765,2013,OR,41,41055,99,3,9,1,12,2
13094766,2013,OR,41,41055,99,3,9,2,12,2
13094767,2013,OR,41,41055,99,1,9,1,13,71
13094768,2013,OR,41,41055,99,1,9,2,13,57
13094769,2013,OR,41,41055,99,1,9,1,14,60
13094770,2013,OR,41,41055,99,1,9,2,14,61
13094771,2013,OR,41,41055,99,3,9,1,14,2
13094772,2013,OR,41,41055,99,3,9,2,14,1
13094773,2013,OR,41,41055,99,1,9,1,15,49
13094774,2013,OR,41,41055,99,1,9,2,15,50
13094775,2013,OR,41,41055,99,3,9,1,15,1
13094776,2013,OR,41,41055,99,3,9,2,15,1
13094777,2013,OR,41,41055,99,1,9,1,16,34
13094778,2013,OR,41,41055,99,1,9,2,16,36
13094779,2013,OR,41,41055,99,2,9,2,16,1
13094780,2013,OR,41,41055,99,3,9,2,16,2
13094781,2013,OR,41,41055,99,1,9,1,17,27
13094782,2013,OR,41,41055,99,1,9,2,17,25
13094783,2013,OR,41,41055,99,1,9,1,18,32
13094784,2013,OR,41,41055,99,1,9,2,18,33
13094785,2013,OR,41,41055,99,3,9,1,18,1
13426522,2014,OR,41,41055,99,1,9,1,0,7
13426523,2014,OR,41,41055,99,1,9,2,0,8
13426524,2014,OR,41,41055,99,3,9,1,0,2
13426525,2014,OR,41,41055,99,3,9,2,0,1
13426526,2014,OR,41,41055,99,1,9,1,1,13
13426527,2014,OR,41,41055,99,1,9,2,1,28
13426528,2014,OR,41,41055,99,3,9,2,1,1
13426529,2014,OR,41,41055,99,1,9,1,2,42
13426530,2014,OR,41,41055,99,1,9,2,2,47
13426531,2014,OR,41,41055,99,2,9,1,2,1
13426532,2014,OR,41,41055,99,3,9,1,2,2
13426533,2014,OR,41,41055,99,3,9,2,2,4
13426534,2014,OR,41,41055,99,1,9,1,3,46
13426535,2014,OR,41,41055,99,1,9,2,3,44
13426536,2014,OR,41,41055,99,2,9,1,3,1
13426537,2014,OR,41,41055,99,2,9,2,3,1
13426538,2014,OR,41,41055,99,3,9,1,3,2
13426539,2014,OR,41,41055,99,3,9,2,3,1
13426540,2014,OR,41,41055,99,1,9,1,4,39
13426541,2014,OR,41,41055,99,1,9,2,4,42
13426542,2014,OR,41,41055,99,2,9,1,4,1
13426543,2014,OR,41,41055,99,3,9,1,4,1
13426544,2014,OR,41,41055,99,3,9,2,4,1
13426545,2014,OR,41,41055,99,1,9,1,5,34
13426546,2014,OR,41,41055,99,1,9,2,5,41
13426547,2014,OR,41,41055,99,2,9,1,5,1
13426548,2014,OR,41,41055,99,2,9,2,5,1
13426549,2014,OR,41,41055,99,3,9,1,5,2
13426550,2014,OR,41,41055,99,1,9,1,6,33
13426551,2014,OR,41,41055,99,1,9,2,6,39
13426552,2014,OR,41,41055,99,2,9,1,6,2
13426553,2014,OR,41,41055,99,3,9,2,6,2
13426554,2014,OR,41,41055,99,1,9,1,7,33
13426555,2014,OR,41,41055,99,1,9,2,7,42
13426556,2014,OR,41,41055,99,2,9,1,7,1
13426557,2014,OR,41,41055,99,2,9,2,7,1
13426558,2014,OR,41,41055,99,3,9,1,7,2
13426559,2014,OR,41,41055,99,3,9,2,7,4
13426560,2014,OR,41,41055,99,1,9,1,8,45
13426561,2014,OR,41,41055,99,1,9,2,8,38
13426562,2014,OR,41,41055,99,2,9,1,8,2
13426563,2014,OR,41,41055,99,3,9,1,8,3
13426564,2014,OR,41,41055,99,3,9,2,8,1
13426565,2014,OR,41,41055,99,1,9,1,9,53
13426566,2014,OR,41,41055,99,1,9,2,9,28
13426567,2014,OR,41,41055,99,2,9,1,9,1
13426568,2014,OR,41,41055,99,2,9,2,9,1
13426569,2014,OR,41,41055,99,3,9,1,9,2
13426570,2014,OR,41,41055,99,3,9,2,9,1
13426571,2014,OR,41,41055,99,1,9,1,10,41
13426572,2014,OR,41,41055,99,1,9,2,10,45
13426573,2014,OR,41,41055,99,3,9,2,10,2
13426574,2014,OR,41,41055,99,1,9,1,11,67
13426575,2014,OR,41,41055,99,1,9,2,11,79
13426576,2014,OR,41,41055,99,2,9,2,11,2
13426577,2014,OR,41,41055,99,3,9,1,11,2
13426578,2014,OR,41,41055,99,1,9,1,12,80
13426579,2014,OR,41,41055,99,1,9,2,12,70
13426580,2014,OR,41,41055,99,2,9,1,12,2
13426581,2014,OR,41,41055,99,3,9,1,12,2
13426582,2014,OR,41,41055,99,3,9,2,12,2
13426583,2014,OR,41,41055,99,1,9,1,13,72
13426584,2014,OR,41,41055,99,1,9,2,13,64
13426585,2014,OR,41,41055,99,1,9,1,14,63
13426586,2014,OR,41,41055,99,1,9,2,14,53
13426587,2014,OR,41,41055,99,2,9,1,14,1
13426588,2014,OR,41,41055,99,2,9,2,14,1
13426589,2014,OR,41,41055,99,3,9,1,14,1
13426590,2014,OR,41,41055,99,3,9,2,14,1
13426591,2014,OR,41,41055,99,1,9,1,15,47
13426592,2014,OR,41,41055,99,1,9,2,15,55
13426593,2014,OR,41,41055,99,3,9,1,15,2
13426594,2014,OR,41,41055,99,3,9,2,15,1
13426595,2014,OR,41,41055,99,1,9,1,16,37
13426596,2014,OR,41,41055,99,1,9,2,16,39
13426597,2014,OR,41,41055,99,3,9,2,16,2
13426598,2014,OR,41,41055,99,1,9,1,17,27
13426599,2014,OR,41,41055,99,1,9,2,17,26
13426600,2014,OR,41,41055,99,1,9,1,18,30
13426601,2014,OR,41,41055,99,1,9,2,18,37
13426602,2014,OR,41,41055,99,3,9,1,18,1
13759993,2015,OR,41,41055,99,1,9,1,0,7
13759994,2015,OR,41,41055,99,1,9,2,0,7
13759995,2015,OR,41,41055,99,1,9,1,1,12
13759996,2015,OR,41,41055,99,1,9,2,1,31
13759997,2015,OR,41,41055,99,2,9,1,1,1
13759998,2015,OR,41,41055,99,3,9,1,1,2
13759999,2015,OR,41,41055,99,3,9,2,1,2
13760000,2015,OR,41,41055,99,1,9,1,2,40
13760001,2015,OR,41,41055,99,1,9,2,2,51
13760002,2015,OR,41,41055,99,2,9,2,2,1
13760003,2015,OR,41,41055,99,3,9,1,2,1
13760004,2015,OR,41,41055,99,3,9,2,2,5
13760005,2015,OR,41,41055,99,1,9,1,3,37
13760006,2015,OR,41,41055,99,1,9,2,3,43
13760007,2015,OR,41,41055,99,2,9,1,3,2
13760008,2015,OR,41,41055,99,3,9,1,3,4
13760009,2015,OR,41,41055,99,1,9,1,4,45
13760010,2015,OR,41,41055,99,1,9,2,4,35
13760011,2015,OR,41,41055,99,3,9,1,4,1
13760012,2015,OR,41,41055,99,3,9,2,4,2
13760013,2015,OR,41,41055,99,1,9,1,5,37
13760014,2015,OR,41,41055,99,1,9,2,5,40
13760015,2015,OR,41,41055,99,2,9,2,5,3
13760016,2015,OR,41,41055,99,3,9,1,5,2
13760017,2015,OR,41,41055,99,1,9,1,6,33
13760018,2015,OR,41,41055,99,1,9,2,6,41
13760019,2015,OR,41,41055,99,2,9,1,6,3
13760020,2015,OR,41,41055,99,1,9,1,7,37
13760021,2015,OR,41,41055,99,1,9,2,7,45
13760022,2015,OR,41,41055,99,3,9,1,7,2
13760023,2015,OR,41,41055,99,3,9,2,7,4
13760024,2015,OR,41,41055,99,1,9,1,8,47
13760025,2015,OR,41,41055,99,1,9,2,8,38
13760026,2015,OR,41,41055,99,3,9,1,8,4
13760027,2015,OR,41,41055,99,3,9,2,8,1
13760028,2015,OR,41,41055,99,1,9,1,9,48
13760029,2015,OR,41,41055,99,1,9,2,9,30
13760030,2015,OR,41,41055,99,2,9,1,9,1
13760031,2015,OR,41,41055,99,3,9,1,9,3
13760032,2015,OR,41,41055,99,3,9,2,9,1
13760033,2015,OR,41,41055,99,1,9,1,10,40
13760034,2015,OR,41,41055,99,1,9,2,10,39
13760035,2015,OR,41,41055,99,2,9,2,10,1
13760036,2015,OR,41,41055,99,3,9,2,10,1
13760037,2015,OR,41,41055,99,1,9,1,11,59
13760038,2015,OR,41,41055,99,1,9,2,11,67
13760039,2015,OR,41,41055,99,2,9,1,11,1
13760040,2015,OR,41,41055,99,2,9,2,11,3
13760041,2015,OR,41,41055,99,3,9,1,11,3
13760042,2015,OR,41,41055,99,3,9,2,11,1
13760043,2015,OR,41,41055,99,1,9,1,12,86
13760044,2015,OR,41,41055,99,1,9,2,12,72
13760045,2015,OR,41,41055,99,2,9,1,12,2
13760046,2015,OR,41,41055,99,3,9,1,12,2
13760047,2015,OR,41,41055,99,3,9,2,12,2
13760048,2015,OR,41,41055,99,1,9,1,13,66
13760049,2015,OR,41,41055,99,1,9,2,13,66
13760050,2015,OR,41,41055,99,1,9,1,14,66
13760051,2015,OR,41,41055,99,1,9,2,14,52
13760052,2015,OR,41,41055,99,3,9,1,14,1
13760053,2015,OR,41,41055,99,1,9,1,15,43
13760054,2015,OR,41,41055,99,1,9,2,15,49
13760055,2015,OR,41,41055,99,3,9,1,15,2
13760056,2015,OR,41,41055,99,3,9,2,15,1
13760057,2015,OR,41,41055,99,1,9,1,16,38
13760058,2015,OR,41,41055,99,1,9,2,16,39
13760059,2015,OR,41,41055,99,3,9,2,16,3
13760060,2015,OR,41,41055,99,1,9,1,17,28
13760061,2015,OR,41,41055,99,1,9,2,17,31
13760062,2015,OR,41,41055,99,1,9,1,18,29
13760063,2015,OR,41,41055,99,1,9,2,18,37
13760064,2015,OR,41,41055,99,3,9,1,18,1
