,year,st,stfips,county,registry,race,hispanic,sex,age,pop
9234372,2001,OR,41,41055,99,1,9,2,1,38
9234373,2001,OR,41,41055,99,2,9,1,1,2
9234374,2001,OR,41,41055,99,3,9,1,1,2
9234375,2001,OR,41,41055,99,3,9,2,1,3
9234376,2001,OR,41,41055,99,1,9,1,2,52
9234377,2001,OR,41,41055,99,1,9,2,2,45
9234378,2001,OR,41,41055,99,2,9,2,2,2
9234379,2001,OR,41,41055,99,3,9,2,2,1
9234380,2001,OR,41,41055,99,1,9,1,3,89
9234381,2001,OR,41,41055,99,1,9,2,3,80
9234382,2001,OR,41,41055,99,2,9,1,3,2
9234383,2001,OR,41,41055,99,3,9,2,3,1
9234384,2001,OR,41,41055,99,1,9,1,4,77
9234385,2001,OR,41,41055,99,1,9,2,4,78
9234386,2001,OR,41,41055,99,2,9,2,4,2
9234387,2001,OR,41,41055,99,3,9,1,4,2
9234388,2001,OR,41,41055,99,3,9,2,4,2
9234389,2001,OR,41,41055,99,1,9,1,5,35
9234390,2001,OR,41,41055,99,1,9,2,5,23
9234391,2001,OR,41,41055,99,3,9,1,5,1
9234392,2001,OR,41,41055,99,3,9,2,5,3
9234393,2001,OR,41,41055,99,1,9,1,6,33
9234394,2001,OR,41,41055,99,1,9,2,6,22
9234395,2001,OR,41,41055,99,3,9,1,6,1
9234396,2001,OR,41,41055,99,1,9,1,7,33
9234397,2001,OR,41,41055,99,1,9,2,7,47
9234398,2001,OR,41,41055,99,3,9,1,7,1
9234399,2001,OR,41,41055,99,1,9,1,8,54
9234400,2001,OR,41,41055,99,1,9,2,8,54
9234401,2001,OR,41,41055,99,2,9,2,8,1
9234402,2001,OR,41,41055,99,3,9,1,8,1
9234403,2001,OR,41,41055,99,3,9,2,8,2
9234404,2001,OR,41,41055,99,1,9,1,9,81
9234405,2001,OR,41,41055,99,1,9,2,9,77
9234406,2001,OR,41,41055,99,3,9,1,9,1
9234407,2001,OR,41,41055,99,3,9,2,9,3
9234408,2001,OR,41,41055,99,1,9,1,10,76
9234409,2001,OR,41,41055,99,1,9,2,10,72
9234410,2001,OR,41,41055,99,3,9,1,10,3
9234411,2001,OR,41,41055,99,3,9,2,10,2
9234412,2001,OR,41,41055,99,1,9,1,11,77
9234413,2001,OR,41,41055,99,1,9,2,11,63
9234414,2001,OR,41,41055,99,3,9,2,11,2
9234415,2001,OR,41,41055,99,1,9,1,12,54
9234416,2001,OR,41,41055,99,1,9,2,12,58
9234417,2001,OR,41,41055,99,1,9,1,13,41
9234418,2001,OR,41,41055,99,1,9,2,13,53
9234419,2001,OR,41,41055,99,3,9,2,13,1
9234420,2001,OR,41,41055,99,1,9,1,14,51
9234421,2001,OR,41,41055,99,1,9,2,14,42
9234422,2001,OR,41,41055,99,1,9,1,15,58
9234423,2001,OR,41,41055,99,1,9,2,15,38
9234424,2001,OR,41,41055,99,3,9,1,15,1
9234425,2001,OR,41,41055,99,3,9,2,15,1
9234426,2001,OR,41,41055,99,1,9,1,16,42
9234427,2001,OR,41,41055,99,1,9,2,16,40
9234428,2001,OR,41,41055,99,1,9,1,17,27
9234429,2001,OR,41,41055,99,1,9,2,17,24
9234430,2001,OR,41,41055,99,1,9,1,18,13
9234431,2001,OR,41,41055,99,1,9,2,18,19
9234432,2001,OR,41,41055,99,3,9,1,18,2
9547280,2002,OR,41,41055,99,1,9,1,0,6
9547281,2002,OR,41,41055,99,1,9,2,0,6
9547282,2002,OR,41,41055,99,1,9,1,1,31
9547283,2002,OR,41,41055,99,1,9,2,1,32
9547284,2002,OR,41,41055,99,2,9,1,1,2
9547285,2002,OR,41,41055,99,3,9,1,1,2
9547286,2002,OR,41,41055,99,3,9,2,1,3
9547287,2002,OR,41,41055,99,1,9,1,2,51
9547288,2002,OR,41,41055,99,1,9,2,2,35
9547289,2002,OR,41,41055,99,2,9,2,2,2
9547290,2002,OR,41,41055,99,3,9,2,2,1
9547291,2002,OR,41,41055,99,1,9,1,3,70
9547292,2002,OR,41,41055,99,1,9,2,3,70
9547293,2002,OR,41,41055,99,2,9,1,3,2
9547294,2002,OR,41,41055,99,3,9,2,3,1
9547295,2002,OR,41,41055,99,1,9,1,4,67
9547296,2002,OR,41,41055,99,1,9,2,4,77
9547297,2002,OR,41,41055,99,2,9,2,4,2
9547298,2002,OR,41,41055,99,3,9,1,4,2
9547299,2002,OR,41,41055,99,3,9,2,4,2
9547300,2002,OR,41,41055,99,1,9,1,5,32
9547301,2002,OR,41,41055,99,1,9,2,5,24
9547302,2002,OR,41,41055,99,3,9,1,5,1
9547303,2002,OR,41,41055,99,3,9,2,5,3
9547304,2002,OR,41,41055,99,1,9,1,6,34
9547305,2002,OR,41,41055,99,1,9,2,6,26
9547306,2002,OR,41,41055,99,3,9,1,6,1
9547307,2002,OR,41,41055,99,1,9,1,7,30
9547308,2002,OR,41,41055,99,1,9,2,7,35
9547309,2002,OR,41,41055,99,3,9,1,7,1
9547310,2002,OR,41,41055,99,1,9,1,8,57
9547311,2002,OR,41,41055,99,1,9,2,8,51
9547312,2002,OR,41,41055,99,2,9,2,8,1
9547313,2002,OR,41,41055,99,3,9,1,8,1
9547314,2002,OR,41,41055,99,3,9,2,8,2
9547315,2002,OR,41,41055,99,1,9,1,9,69
9547316,2002,OR,41,41055,99,1,9,2,9,72
9547317,2002,OR,41,41055,99,3,9,1,9,1
9547318,2002,OR,41,41055,99,3,9,2,9,3
9547319,2002,OR,41,41055,99,1,9,1,10,88
9547320,2002,OR,41,41055,99,1,9,2,10,77
9547321,2002,OR,41,41055,99,3,9,1,10,3
9547322,2002,OR,41,41055,99,3,9,2,10,2
9547323,2002,OR,41,41055,99,1,9,1,11,68
9547324,2002,OR,41,41055,99,1,9,2,11,60
9547325,2002,OR,41,41055,99,3,9,2,11,2
9547326,2002,OR,41,41055,99,1,9,1,12,55
9547327,2002,OR,41,41055,99,1,9,2,12,57
9547328,2002,OR,41,41055,99,1,9,1,13,50
9547329,2002,OR,41,41055,99,1,9,2,13,47
9547330,2002,OR,41,41055,99,3,9,2,13,1
9547331,2002,OR,41,41055,99,1,9,1,14,42
9547332,2002,OR,41,41055,99,1,9,2,14,50
9547333,2002,OR,41,41055,99,1,9,1,15,54
9547334,2002,OR,41,41055,99,1,9,2,15,31
9547335,2002,OR,41,41055,99,3,9,1,15,1
9547336,2002,OR,41,41055,99,3,9,2,15,1
9547337,2002,OR,41,41055,99,1,9,1,16,39
9547338,2002,OR,41,41055,99,1,9,2,16,41
9547339,2002,OR,41,41055,99,1,9,1,17,30
9547340,2002,OR,41,41055,99,1,9,2,17,16
9547341,2002,OR,41,41055,99,1,9,1,18,16
9547342,2002,OR,41,41055,99,1,9,2,18,22
9547343,2002,OR,41,41055,99,3,9,1,18,2
9862265,2003,OR,41,41055,99,1,9,1,0,6
9862266,2003,OR,41,41055,99,1,9,2,0,8
9862267,2003,OR,41,41055,99,1,9,1,1,34
9862268,2003,OR,41,41055,99,1,9,2,1,37
9862269,2003,OR,41,41055,99,2,9,1,1,2
9862270,2003,OR,41,41055,99,3,9,1,1,2
9862271,2003,OR,41,41055,99,3,9,2,1,3
9862272,2003,OR,41,41055,99,1,9,1,2,46
9862273,2003,OR,41,41055,99,1,9,2,2,41
9862274,2003,OR,41,41055,99,2,9,2,2,2
9862275,2003,OR,41,41055,99,3,9,2,2,1
9862276,2003,OR,41,41055,99,1,9,1,3,65
9862277,2003,OR,41,41055,99,1,9,2,3,68
9862278,2003,OR,41,41055,99,2,9,1,3,2
9862279,2003,OR,41,41055,99,3,9,2,3,1
9862280,2003,OR,41,41055,99,1,9,1,4,61
9862281,2003,OR,41,41055,99,1,9,2,4,76
9862282,2003,OR,41,41055,99,2,9,2,4,2
9862283,2003,OR,41,41055,99,3,9,1,4,2
9862284,2003,OR,41,41055,99,3,9,2,4,2
9862285,2003,OR,41,41055,99,1,9,1,5,34
9862286,2003,OR,41,41055,99,1,9,2,5,28
9862287,2003,OR,41,41055,99,3,9,1,5,1
9862288,2003,OR,41,41055,99,3,9,2,5,3
9862289,2003,OR,41,41055,99,1,9,1,6,31
9862290,2003,OR,41,41055,99,1,9,2,6,32
9862291,2003,OR,41,41055,99,3,9,1,6,1
9862292,2003,OR,41,41055,99,1,9,1,7,38
9862293,2003,OR,41,41055,99,1,9,2,7,30
9862294,2003,OR,41,41055,99,3,9,1,7,1
9862295,2003,OR,41,41055,99,1,9,1,8,52
9862296,2003,OR,41,41055,99,1,9,2,8,51
9862297,2003,OR,41,41055,99,2,9,2,8,1
9862298,2003,OR,41,41055,99,3,9,1,8,2
9862299,2003,OR,41,41055,99,3,9,2,8,2
9862300,2003,OR,41,41055,99,1,9,1,9,55
9862301,2003,OR,41,41055,99,1,9,2,9,66
9862302,2003,OR,41,41055,99,3,9,1,9,1
9862303,2003,OR,41,41055,99,3,9,2,9,2
9862304,2003,OR,41,41055,99,1,9,1,10,87
9862305,2003,OR,41,41055,99,1,9,2,10,69
9862306,2003,OR,41,41055,99,3,9,1,10,2
9862307,2003,OR,41,41055,99,3,9,2,10,2
9862308,2003,OR,41,41055,99,1,9,1,11,65
9862309,2003,OR,41,41055,99,1,9,2,11,62
9862310,2003,OR,41,41055,99,3,9,2,11,2
9862311,2003,OR,41,41055,99,1,9,1,12,58
9862312,2003,OR,41,41055,99,1,9,2,12,58
9862313,2003,OR,41,41055,99,1,9,1,13,53
9862314,2003,OR,41,41055,99,1,9,2,13,51
9862315,2003,OR,41,41055,99,3,9,2,13,1
9862316,2003,OR,41,41055,99,1,9,1,14,37
9862317,2003,OR,41,41055,99,1,9,2,14,50
9862318,2003,OR,41,41055,99,1,9,1,15,47
9862319,2003,OR,41,41055,99,1,9,2,15,31
9862320,2003,OR,41,41055,99,3,9,1,15,1
9862321,2003,OR,41,41055,99,3,9,2,15,1
9862322,2003,OR,41,41055,99,1,9,1,16,51
9862323,2003,OR,41,41055,99,1,9,2,16,45
9862324,2003,OR,41,41055,99,1,9,1,17,30
9862325,2003,OR,41,41055,99,1,9,2,17,21
9862326,2003,OR,41,41055,99,1,9,1,18,18
9862327,2003,OR,41,41055,99,1,9,2,18,23
9862328,2003,OR,41,41055,99,3,9,1,18,1
10179004,2004,OR,41,41055,99,1,9,1,0,6
10179005,2004,OR,41,41055,99,1,9,2,0,4
10179006,2004,OR,41,41055,99,1,9,1,1,33
10179007,2004,OR,41,41055,99,1,9,2,1,32
10179008,2004,OR,41,41055,99,2,9,1,1,2
10179009,2004,OR,41,41055,99,3,9,1,1,2
10179010,2004,OR,41,41055,99,3,9,2,1,3
10179011,2004,OR,41,41055,99,1,9,1,2,36
10179012,2004,OR,41,41055,99,1,9,2,2,44
10179013,2004,OR,41,41055,99,2,9,2,2,2
10179014,2004,OR,41,41055,99,3,9,2,2,1
10179015,2004,OR,41,41055,99,1,9,1,3,59
10179016,2004,OR,41,41055,99,1,9,2,3,61
10179017,2004,OR,41,41055,99,2,9,1,3,1
10179018,2004,OR,41,41055,99,3,9,2,3,1
10179019,2004,OR,41,41055,99,1,9,1,4,58
10179020,2004,OR,41,41055,99,1,9,2,4,68
10179021,2004,OR,41,41055,99,3,9,1,4,2
10179022,2004,OR,41,41055,99,3,9,2,4,2
10179023,2004,OR,41,41055,99,1,9,1,5,32
10179024,2004,OR,41,41055,99,1,9,2,5,26
10179025,2004,OR,41,41055,99,3,9,1,5,1
10179026,2004,OR,41,41055,99,3,9,2,5,3
10179027,2004,OR,41,41055,99,1,9,1,6,30
10179028,2004,OR,41,41055,99,1,9,2,6,29
10179029,2004,OR,41,41055,99,3,9,1,6,1
10179030,2004,OR,41,41055,99,1,9,1,7,35
10179031,2004,OR,41,41055,99,1,9,2,7,30
10179032,2004,OR,41,41055,99,3,9,1,7,1
10179033,2004,OR,41,41055,99,1,9,1,8,46
10179034,2004,OR,41,41055,99,1,9,2,8,48
10179035,2004,OR,41,41055,99,3,9,1,8,2
10179036,2004,OR,41,41055,99,3,9,2,8,2
10179037,2004,OR,41,41055,99,1,9,1,9,48
10179038,2004,OR,41,41055,99,1,9,2,9,69
10179039,2004,OR,41,41055,99,3,9,1,9,1
10179040,2004,OR,41,41055,99,3,9,2,9,2
10179041,2004,OR,41,41055,99,1,9,1,10,88
10179042,2004,OR,41,41055,99,1,9,2,10,63
10179043,2004,OR,41,41055,99,3,9,1,10,2
10179044,2004,OR,41,41055,99,3,9,2,10,2
10179045,2004,OR,41,41055,99,1,9,1,11,60
10179046,2004,OR,41,41055,99,1,9,2,11,64
10179047,2004,OR,41,41055,99,3,9,2,11,2
10179048,2004,OR,41,41055,99,1,9,1,12,62
10179049,2004,OR,41,41055,99,1,9,2,12,58
10179050,2004,OR,41,41055,99,1,9,1,13,53
10179051,2004,OR,41,41055,99,1,9,2,13,51
10179052,2004,OR,41,41055,99,3,9,2,13,1
10179053,2004,OR,41,41055,99,1,9,1,14,39
10179054,2004,OR,41,41055,99,1,9,2,14,50
10179055,2004,OR,41,41055,99,1,9,1,15,45
10179056,2004,OR,41,41055,99,1,9,2,15,34
10179057,2004,OR,41,41055,99,3,9,1,15,1
10179058,2004,OR,41,41055,99,3,9,2,15,1
10179059,2004,OR,41,41055,99,1,9,1,16,50
10179060,2004,OR,41,41055,99,1,9,2,16,28
10179061,2004,OR,41,41055,99,1,9,1,17,31
10179062,2004,OR,41,41055,99,1,9,2,17,31
10179063,2004,OR,41,41055,99,1,9,1,18,20
10179064,2004,OR,41,41055,99,1,9,2,18,22
10179065,2004,OR,41,41055,99,3,9,1,18,1
10498092,2005,OR,41,41055,99,1,9,1,0,7
10498093,2005,OR,41,41055,99,1,9,2,0,4
10498094,2005,OR,41,41055,99,1,9,1,1,35
10498095,2005,OR,41,41055,99,1,9,2,1,23
10498096,2005,OR,41,41055,99,3,9,2,1,1
10498097,2005,OR,41,41055,99,1,9,1,2,37
10498098,2005,OR,41,41055,99,1,9,2,2,45
10498099,2005,OR,41,41055,99,1,9,1,3,57
10498100,2005,OR,41,41055,99,1,9,2,3,50
10498101,2005,OR,41,41055,99,3,9,2,3,2
10498102,2005,OR,41,41055,99,1,9,1,4,57
10498103,2005,OR,41,41055,99,1,9,2,4,60
10498104,2005,OR,41,41055,99,2,9,2,4,2
10498105,2005,OR,41,41055,99,3,9,1,4,1
10498106,2005,OR,41,41055,99,1,9,1,5,31
10498107,2005,OR,41,41055,99,1,9,2,5,32
10498108,2005,OR,41,41055,99,3,9,1,5,1
10498109,2005,OR,41,41055,99,1,9,1,6,38
10498110,2005,OR,41,41055,99,1,9,2,6,29
10498111,2005,OR,41,41055,99,3,9,2,6,2
10498112,2005,OR,41,41055,99,1,9,1,7,39
10498113,2005,OR,41,41055,99,1,9,2,7,27
10498114,2005,OR,41,41055,99,3,9,1,7,1
10498115,2005,OR,41,41055,99,3,9,2,7,1
10498116,2005,OR,41,41055,99,1,9,1,8,40
10498117,2005,OR,41,41055,99,1,9,2,8,42
10498118,2005,OR,41,41055,99,2,9,1,8,1
10498119,2005,OR,41,41055,99,3,9,1,8,1
10498120,2005,OR,41,41055,99,3,9,2,8,1
10498121,2005,OR,41,41055,99,1,9,1,9,54
10498122,2005,OR,41,41055,99,1,9,2,9,67
10498123,2005,OR,41,41055,99,3,9,2,9,2
10498124,2005,OR,41,41055,99,1,9,1,10,97
10498125,2005,OR,41,41055,99,1,9,2,10,59
10498126,2005,OR,41,41055,99,2,9,2,10,2
10498127,2005,OR,41,41055,99,3,9,1,10,2
10498128,2005,OR,41,41055,99,3,9,2,10,2
10498129,2005,OR,41,41055,99,1,9,1,11,56
10498130,2005,OR,41,41055,99,1,9,2,11,67
10498131,2005,OR,41,41055,99,3,9,1,11,1
10498132,2005,OR,41,41055,99,3,9,2,11,2
10498133,2005,OR,41,41055,99,1,9,1,12,68
10498134,2005,OR,41,41055,99,1,9,2,12,60
10498135,2005,OR,41,41055,99,1,9,1,13,53
10498136,2005,OR,41,41055,99,1,9,2,13,52
10498137,2005,OR,41,41055,99,2,9,2,13,1
10498138,2005,OR,41,41055,99,3,9,1,13,1
10498139,2005,OR,41,41055,99,1,9,1,14,43
10498140,2005,OR,41,41055,99,1,9,2,14,50
10498141,2005,OR,41,41055,99,3,9,1,14,1
10498142,2005,OR,41,41055,99,3,9,2,14,1
10498143,2005,OR,41,41055,99,1,9,1,15,46
10498144,2005,OR,41,41055,99,1,9,2,15,44
10498145,2005,OR,41,41055,99,3,9,2,15,3
10498146,2005,OR,41,41055,99,1,9,1,16,51
10498147,2005,OR,41,41055,99,1,9,2,16,31
10498148,2005,OR,41,41055,99,1,9,1,17,25
10498149,2005,OR,41,41055,99,1,9,2,17,27
10498150,2005,OR,41,41055,99,1,9,1,18,23
10498151,2005,OR,41,41055,99,1,9,2,18,19
10498152,2005,OR,41,41055,99,3,9,1,18,1
10819032,2006,OR,41,41055,99,1,9,1,0,5
10819033,2006,OR,41,41055,99,1,9,2,0,4
10819034,2006,OR,41,41055,99,1,9,1,1,32
10819035,2006,OR,41,41055,99,1,9,2,1,21
10819036,2006,OR,41,41055,99,3,9,1,1,1
10819037,2006,OR,41,41055,99,3,9,2,1,2
10819038,2006,OR,41,41055,99,1,9,1,2,44
10819039,2006,OR,41,41055,99,1,9,2,2,47
10819040,2006,OR,41,41055,99,3,9,1,2,3
10819041,2006,OR,41,41055,99,1,9,1,3,49
10819042,2006,OR,41,41055,99,1,9,2,3,42
10819043,2006,OR,41,41055,99,3,9,1,3,1
10819044,2006,OR,41,41055,99,3,9,2,3,2
10819045,2006,OR,41,41055,99,1,9,1,4,56
10819046,2006,OR,41,41055,99,1,9,2,4,54
10819047,2006,OR,41,41055,99,2,9,2,4,1
10819048,2006,OR,41,41055,99,3,9,1,4,2
10819049,2006,OR,41,41055,99,1,9,1,5,34
10819050,2006,OR,41,41055,99,1,9,2,5,39
10819051,2006,OR,41,41055,99,3,9,1,5,1
10819052,2006,OR,41,41055,99,1,9,1,6,29
10819053,2006,OR,41,41055,99,1,9,2,6,29
10819054,2006,OR,41,41055,99,3,9,2,6,3
10819055,2006,OR,41,41055,99,1,9,1,7,41
10819056,2006,OR,41,41055,99,1,9,2,7,27
10819057,2006,OR,41,41055,99,3,9,1,7,1
10819058,2006,OR,41,41055,99,3,9,2,7,1
10819059,2006,OR,41,41055,99,1,9,1,8,31
10819060,2006,OR,41,41055,99,1,9,2,8,42
10819061,2006,OR,41,41055,99,2,9,1,8,1
10819062,2006,OR,41,41055,99,3,9,1,8,2
10819063,2006,OR,41,41055,99,3,9,2,8,1
10819064,2006,OR,41,41055,99,1,9,1,9,56
10819065,2006,OR,41,41055,99,1,9,2,9,51
10819066,2006,OR,41,41055,99,3,9,2,9,2
10819067,2006,OR,41,41055,99,1,9,1,10,87
10819068,2006,OR,41,41055,99,1,9,2,10,70
10819069,2006,OR,41,41055,99,2,9,2,10,2
10819070,2006,OR,41,41055,99,3,9,1,10,2
10819071,2006,OR,41,41055,99,3,9,2,10,1
10819072,2006,OR,41,41055,99,1,9,1,11,63
10819073,2006,OR,41,41055,99,1,9,2,11,70
10819074,2006,OR,41,41055,99,3,9,1,11,1
10819075,2006,OR,41,41055,99,3,9,2,11,2
10819076,2006,OR,41,41055,99,1,9,1,12,68
10819077,2006,OR,41,41055,99,1,9,2,12,61
10819078,2006,OR,41,41055,99,1,9,1,13,49
10819079,2006,OR,41,41055,99,1,9,2,13,58
10819080,2006,OR,41,41055,99,2,9,2,13,1
10819081,2006,OR,41,41055,99,3,9,1,13,1
10819082,2006,OR,41,41055,99,1,9,1,14,52
10819083,2006,OR,41,41055,99,1,9,2,14,57
10819084,2006,OR,41,41055,99,3,9,1,14,1
10819085,2006,OR,41,41055,99,3,9,2,14,1
10819086,2006,OR,41,41055,99,1,9,1,15,45
10819087,2006,OR,41,41055,99,1,9,2,15,52
10819088,2006,OR,41,41055,99,3,9,2,15,3
10819089,2006,OR,41,41055,99,1,9,1,16,43
10819090,2006,OR,41,41055,99,1,9,2,16,27
10819091,2006,OR,41,41055,99,1,9,1,17,34
10819092,2006,OR,41,41055,99,1,9,2,17,32
10819093,2006,OR,41,41055,99,1,9,1,18,21
10819094,2006,OR,41,41055,99,1,9,2,18,20
10819095,2006,OR,41,41055,99,3,9,1,18,1
11140926,2007,OR,41,41055,99,1,9,1,0,6
11140927,2007,OR,41,41055,99,1,9,2,0,3
11140928,2007,OR,41,41055,99,1,9,1,1,36
11140929,2007,OR,41,41055,99,1,9,2,1,27
11140930,2007,OR,41,41055,99,3,9,1,1,1
11140931,2007,OR,41,41055,99,3,9,2,1,3
11140932,2007,OR,41,41055,99,1,9,1,2,42
11140933,2007,OR,41,41055,99,1,9,2,2,46
11140934,2007,OR,41,41055,99,3,9,1,2,3
11140935,2007,OR,41,41055,99,1,9,1,3,57
11140936,2007,OR,41,41055,99,1,9,2,3,37
11140937,2007,OR,41,41055,99,3,9,1,3,1
11140938,2007,OR,41,41055,99,3,9,2,3,2
11140939,2007,OR,41,41055,99,1,9,1,4,47
11140940,2007,OR,41,41055,99,1,9,2,4,52
11140941,2007,OR,41,41055,99,2,9,2,4,1
11140942,2007,OR,41,41055,99,3,9,1,4,2
11140943,2007,OR,41,41055,99,1,9,1,5,31
11140944,2007,OR,41,41055,99,1,9,2,5,44
11140945,2007,OR,41,41055,99,3,9,1,5,1
11140946,2007,OR,41,41055,99,1,9,1,6,39
11140947,2007,OR,41,41055,99,1,9,2,6,36
11140948,2007,OR,41,41055,99,3,9,2,6,3
11140949,2007,OR,41,41055,99,1,9,1,7,38
11140950,2007,OR,41,41055,99,1,9,2,7,31
11140951,2007,OR,41,41055,99,3,9,1,7,2
11140952,2007,OR,41,41055,99,3,9,2,7,1
11140953,2007,OR,41,41055,99,1,9,1,8,40
11140954,2007,OR,41,41055,99,1,9,2,8,41
11140955,2007,OR,41,41055,99,2,9,1,8,1
11140956,2007,OR,41,41055,99,3,9,1,8,2
11140957,2007,OR,41,41055,99,3,9,2,8,1
11140958,2007,OR,41,41055,99,1,9,1,9,53
11140959,2007,OR,41,41055,99,1,9,2,9,58
11140960,2007,OR,41,41055,99,3,9,2,9,2
11140961,2007,OR,41,41055,99,1,9,1,10,71
11140962,2007,OR,41,41055,99,1,9,2,10,62
11140963,2007,OR,41,41055,99,2,9,2,10,2
11140964,2007,OR,41,41055,99,3,9,1,10,2
11140965,2007,OR,41,41055,99,3,9,2,10,1
11140966,2007,OR,41,41055,99,1,9,1,11,73
11140967,2007,OR,41,41055,99,1,9,2,11,78
11140968,2007,OR,41,41055,99,3,9,1,11,2
11140969,2007,OR,41,41055,99,3,9,2,11,2
11140970,2007,OR,41,41055,99,1,9,1,12,64
11140971,2007,OR,41,41055,99,1,9,2,12,54
11140972,2007,OR,41,41055,99,1,9,1,13,59
11140973,2007,OR,41,41055,99,1,9,2,13,54
11140974,2007,OR,41,41055,99,2,9,2,13,1
11140975,2007,OR,41,41055,99,3,9,1,13,1
11140976,2007,OR,41,41055,99,1,9,1,14,60
11140977,2007,OR,41,41055,99,1,9,2,14,57
11140978,2007,OR,41,41055,99,3,9,1,14,1
11140979,2007,OR,41,41055,99,3,9,2,14,1
11140980,2007,OR,41,41055,99,1,9,1,15,39
11140981,2007,OR,41,41055,99,1,9,2,15,56
11140982,2007,OR,41,41055,99,3,9,2,15,3
11140983,2007,OR,41,41055,99,1,9,1,16,42
11140984,2007,OR,41,41055,99,1,9,2,16,27
11140985,2007,OR,41,41055,99,1,9,1,17,25
11140986,2007,OR,41,41055,99,1,9,2,17,33
11140987,2007,OR,41,41055,99,1,9,1,18,32
11140988,2007,OR,41,41055,99,1,9,2,18,20
11140989,2007,OR,41,41055,99,3,9,1,18,1
11462748,2008,OR,41,41055,99,1,9,1,0,6
11462749,2008,OR,41,41055,99,1,9,2,0,7
11462750,2008,OR,41,41055,99,1,9,1,1,31
11462751,2008,OR,41,41055,99,1,9,2,1,27
11462752,2008,OR,41,41055,99,3,9,1,1,1
11462753,2008,OR,41,41055,99,3,9,2,1,3
11462754,2008,OR,41,41055,99,1,9,1,2,34
11462755,2008,OR,41,41055,99,1,9,2,2,48
11462756,2008,OR,41,41055,99,3,9,1,2,3
11462757,2008,OR,41,41055,99,1,9,1,3,50
11462758,2008,OR,41,41055,99,1,9,2,3,39
11462759,2008,OR,41,41055,99,3,9,1,3,1
11462760,2008,OR,41,41055,99,3,9,2,3,2
11462761,2008,OR,41,41055,99,1,9,1,4,42
11462762,2008,OR,41,41055,99,1,9,2,4,43
11462763,2008,OR,41,41055,99,2,9,2,4,1
11462764,2008,OR,41,41055,99,3,9,1,4,2
11462765,2008,OR,41,41055,99,1,9,1,5,37
11462766,2008,OR,41,41055,99,1,9,2,5,46
11462767,2008,OR,41,41055,99,3,9,1,5,1
11462768,2008,OR,41,41055,99,1,9,1,6,37
11462769,2008,OR,41,41055,99,1,9,2,6,29
11462770,2008,OR,41,41055,99,3,9,2,6,3
11462771,2008,OR,41,41055,99,1,9,1,7,38
11462772,2008,OR,41,41055,99,1,9,2,7,37
11462773,2008,OR,41,41055,99,3,9,1,7,2
11462774,2008,OR,41,41055,99,3,9,2,7,1
11462775,2008,OR,41,41055,99,1,9,1,8,42
11462776,2008,OR,41,41055,99,1,9,2,8,31
11462777,2008,OR,41,41055,99,2,9,1,8,1
11462778,2008,OR,41,41055,99,3,9,1,8,3
11462779,2008,OR,41,41055,99,3,9,2,8,1
11462780,2008,OR,41,41055,99,1,9,1,9,43
11462781,2008,OR,41,41055,99,1,9,2,9,54
11462782,2008,OR,41,41055,99,3,9,2,9,1
11462783,2008,OR,41,41055,99,1,9,1,10,61
11462784,2008,OR,41,41055,99,1,9,2,10,67
11462785,2008,OR,41,41055,99,2,9,2,10,2
11462786,2008,OR,41,41055,99,3,9,1,10,1
11462787,2008,OR,41,41055,99,3,9,2,10,1
11462788,2008,OR,41,41055,99,1,9,1,11,87
11462789,2008,OR,41,41055,99,1,9,2,11,74
11462790,2008,OR,41,41055,99,3,9,1,11,2
11462791,2008,OR,41,41055,99,3,9,2,11,2
11462792,2008,OR,41,41055,99,1,9,1,12,64
11462793,2008,OR,41,41055,99,1,9,2,12,60
11462794,2008,OR,41,41055,99,1,9,1,13,70
11462795,2008,OR,41,41055,99,1,9,2,13,55
11462796,2008,OR,41,41055,99,2,9,2,13,1
11462797,2008,OR,41,41055,99,3,9,1,13,1
11462798,2008,OR,41,41055,99,1,9,1,14,57
11462799,2008,OR,41,41055,99,1,9,2,14,69
11462800,2008,OR,41,41055,99,3,9,1,14,2
11462801,2008,OR,41,41055,99,3,9,2,14,1
11462802,2008,OR,41,41055,99,1,9,1,15,36
11462803,2008,OR,41,41055,99,1,9,2,15,48
11462804,2008,OR,41,41055,99,3,9,2,15,3
11462805,2008,OR,41,41055,99,1,9,1,16,37
11462806,2008,OR,41,41055,99,1,9,2,16,23
11462807,2008,OR,41,41055,99,1,9,1,17,30
11462808,2008,OR,41,41055,99,1,9,2,17,39
11462809,2008,OR,41,41055,99,1,9,1,18,28
11462810,2008,OR,41,41055,99,1,9,2,18,22
11462811,2008,OR,41,41055,99,3,9,1,18,1
11784466,2009,OR,41,41055,99,1,9,1,0,9
11784467,2009,OR,41,41055,99,1,9,2,0,5
11784468,2009,OR,41,41055,99,1,9,1,1,30
11784469,2009,OR,41,41055,99,1,9,2,1,37
11784470,2009,OR,41,41055,99,3,9,1,1,1
11784471,2009,OR,41,41055,99,3,9,2,1,3
11784472,2009,OR,41,41055,99,1,9,1,2,37
11784473,2009,OR,41,41055,99,1,9,2,2,49
11784474,2009,OR,41,41055,99,3,9,1,2,3
11784475,2009,OR,41,41055,99,1,9,1,3,41
11784476,2009,OR,41,41055,99,1,9,2,3,39
11784477,2009,OR,41,41055,99,3,9,1,3,1
11784478,2009,OR,41,41055,99,3,9,2,3,2
